history_key,epoch,accuracy,loss
unet_drop_64_True_0.001,1,0.7702639102935791,0.6617993116378784
unet_drop_64_True_0.001,2,0.9098088145256042,0.22433777153491974
unet_drop_64_True_0.001,3,0.9296257495880127,0.17264918982982635
unet_drop_64_True_0.001,4,0.9366880059242249,0.15445591509342194
unet_drop_64_True_0.001,5,0.9415693879127502,0.14177969098091125
unet_drop_64_True_0.001,6,0.9451248645782471,0.1327338069677353
unet_drop_64_True_0.001,7,0.9479519724845886,0.12550276517868042
unet_drop_64_True_0.001,8,0.9503391981124878,0.11950454860925674
unet_drop_64_True_0.001,9,0.9521123766899109,0.1150999367237091
unet_drop_64_True_0.001,10,0.9535827040672302,0.1114341989159584
